what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1415945586275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945588888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945637344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945637647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945638177
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415945652226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945654015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945659799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945660398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945670665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415945691619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415945711313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945798391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945809336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415945818844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945819248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945820062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945823221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945856022
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945923512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945927297
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945929365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945932225
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415945933147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415946149502
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1415946155692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415946159956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415946792928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415946795026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947442474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947446298
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947446930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947447431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947453645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947454326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947589982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947591376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947592911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947603559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947606577
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947616595
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947616656
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1415947616658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947616856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947618376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947618699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947620011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947620461
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947621547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1415947626385
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947627182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415947628681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947629935
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947639345
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947639646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947651742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947652196
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947653540
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1415947667664
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947668207
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947668970
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947670193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947671120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947672374
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947673566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1415947678104
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947679428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415947681876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947682764
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947696545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947703110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947713351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947730076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947763304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947764812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947797986
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1415947799080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1415947801065
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415947801947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947803933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947805520
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1415947806105
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415947806597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947807637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415947831436
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947837995
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947843812
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947850238
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947867537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947878085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947878628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947928799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947930740
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947933010
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947942618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947943615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947944980
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947946386
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415947953063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947954985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947965725
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415947968385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947971596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415947973120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948016908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948017559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948018276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948018572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948019001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948019817
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415948020744
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1415948040115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948040660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948043530
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1415948044382
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1415948056376
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415948059523
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415948060750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415948070667
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415948093348
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415948103551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415948143326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952096196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1415952118635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952119181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952119597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952122010
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952160657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952161328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952161840
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952163167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952165402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952166477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952178072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952178778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415952190337
